Date,Name,Age,Position,Nationality,Club Left,League Left,Club Joined,League Joined,Market Valuation,Transfer
"May 23, 2019",Maycon Calijuri,32,Centre-Forward,Brazil,"
Shan Utd. ", National League ,"
UiTM FC ",,150 K €,Free transfer
"May 23, 2019",Davy Claude Angan,31,Left Winger,Cote d'Ivoire,"
Mosta FC ", Premier League ,"
Melaka Utd. SA ",,100 K €,Free transfer
"May 23, 2019",Thiaguinho,26,Defender,Brazil,"
Hamrun Spart. ", Premier League ,"
Tigres ",,25 K €,Free transfer
"May 23, 2019",Aji Bayu Putra,26,Goalkeeper,Indonesia,"
Persis Solo ", Liga 2 ,"
Badak Lampung ",,25 K €,Free transfer
"May 23, 2019",Thiago Silvy,32,Centre-Forward,Brazil,"
Uberaba ", Brazil		,"
Guarani-SC ",,100 K €,?
"May 23, 2019",Bruno Formigoni,29,Defensive Midfield,Brazil,"
Rio Claro FC ", Brazil		,"
Internacional ",,100 K €,?
"May 23, 2019",Daryono,25,Goalkeeper,Indonesia,"
Persija Jakarta ", Liga 1 ,"
Badak Lampung ",,50 K €,?
"May 23, 2019",Rio Pratama,24,Right-Back,Indonesia,"
Persika ", Indonesia		,"
Badak Lampung ",,50 K €,?
"May 23, 2019",Júlio Baptista,37,Attacking Midfield,Brazil,"
Without Club ",,"
Retired ",,100 K €,-
"May 24, 2019",Brendon Santalab,36,Centre-Forward,Australia,"
Perth Glory ", A-League ,"
Dandenong City ",,250 K €,Free transfer
"May 24, 2019",Carl Valeri,34,Central Midfield,Australia,"
Melbourne ", A-League ,"
Dandenong City ",,400 K €,Free transfer
"May 24, 2019",Ebimo West Anderson,29,Centre-Back,Nigeria,"
Zwekapin Utd. ", National League ,"
Yangon Utd. ",,100 K €,Free transfer
"May 24, 2019",Kyaw Swar Linn,28,Right-Back,Myanmar,"
Magwe FC ", National League ,"
Yangon Utd. ",,75 K €,Free transfer
"May 24, 2019",Caleb Mikulic,21,Midfielder,Australia,"
Young Violets ", 2. Liga ,"
Melbourne Knights ",,75 K €,Free transfer
"May 24, 2019",Jean Carlos,35,Centre-Forward,Brazil,"
Gloria ", Brazil		,"
Barra FC (SC) ",,200 K €,?
"May 24, 2019",Thiago Araújo,31,Right-Back,Brazil,"
Metropolitano ", Brazil		,"
Camboriú-SC ",,100 K €,?
"May 24, 2019",Oziel,34,Right-Back,Brazil,"
Without Club ",,"
Duque de Caxias ",,250 K €,?
"May 24, 2019",Victor Brasil,26,Goalkeeper,Brazil,"
Ceilândia-DF ", Brazil		,"
Concórdia-SC ",,150 K €,?
"May 24, 2019",Jorge Luiz,31,Attacking Midfield,Brazil,"
Volta Redonda ", Brazil		,"
Friburguense-RJ ",,100 K €,?
"May 24, 2019",Paulinho Oliveira,33,Attacking Midfield,Brazil,"
Cianorte ", Brazil		,"
Camboriú-SC ",,50 K €,?
"May 24, 2019",Gil Mineiro,29,Right-Back,Brazil,"
Operário-MT ", Brazil		,"
União Rond. ",,100 K €,?
"May 24, 2019",Jonathan Almeida,26,Defensive Midfield,Brazil,"
Capivariano FC ", Brazil		,"
Duque de Caxias ",,50 K €,?
"May 24, 2019",Edy,23,Right Winger,Brazil,"
Gloria ", Brazil		,"
Camboriú-SC ",,100 K €,?
"May 24, 2019",Alexsandro,22,Right Winger,Brazil,"
Desportiva-ES ", Brazil		,"
Goytacaz-RJ ",,50 K €,?
"May 24, 2019",William Hanssen,21,Forward,Norway,"
Bodø/Glimt ", Eliteserien ,"
Mjølner ",,50 K €,?
"May 24, 2019",Lucas Maia,26,Centre-Back,Brazil,"
Sampaio Corrêa ", Brazil		,"
EC São José ",,150 K €,?
"May 24, 2019",Matheus Gutz,23,Goalkeeper,Brazil,"
ASA ", Brazil		,"
Osvaldo-SP ",,50 K €,?
"May 24, 2019",Michel Bastos,35,Left Midfield,Brazil,"
Without Club ",,"
América-MG ",,"1,75 mil. €",-
"May 25, 2019",Marinho,28,Right Winger,Brazil,"
Grêmio ", Série A ,"
Santos FC ",,"1,25 mil. €","1,00 mil. €"
"May 25, 2019",Aminou Bouba,28,Centre-Back,Cameroon,"
Feutcheu FC ", Cameroon		,"
Horoya AC ",,400 K €,Free transfer
"May 25, 2019",Uche Agba,32,Centre-Forward,Nigeria,"
Al-Hidd ", Bahrain		,"
Polis DRM FA ",,300 K €,?
"May 25, 2019",Septianus Alua,29,Defensive Midfield,Indonesia,"
Persija Jakarta ", Liga 1 ,"
PSIS ",,50 K €,?
"May 25, 2019",Luca Cacioli,37,Centre-Back,Italy,"
Bari ", Serie D - I ,"
Retired ",,50 K €,-
"May 25, 2019",Rustam Sakhibov,23,Right Winger,Kazakhstan,"
Aktobe-Zhas ", Kazakhstan		,"
Aktobe ",,200 K €,-
"May 27, 2019",Ian,22,Defensive Midfield,Brazil,"
Patrocinense-MG ", Brazil		,"
Taubaté-SP ",,100 K €,?
"May 27, 2019",Rodrigo Sam,23,Centre-Back,Brazil,"
EC Água Santa ", Brazil		,"
Nacional (SP) ",,250 K €,?
"May 27, 2019",Kevin Lisbie,40,Centre-Forward,Jamaica,"
Cray Valley ", England		,"
Retired ",,150 K €,-
"May 27, 2019",David Loria,37,Goalkeeper,Kazakhstan,"
Okzhetpes ", Premier Liga ,"
Retired ",,100 K €,-
"May 27, 2019",Ben Zemanski,31,Defensive Midfield,United States,"
Without Club ",,"
Retired ",,200 K €,-
"May 27, 2019",Francesco Serafino,21,Second Striker,Italy,"
Without Club ",,"
Bangor City ",,25 K €,-
"May 27, 2019",Carlos Airala,16,Attacking Midfield,Argentina,"
Ferro U20 ", Argentina		,"
Ferro II ",,50 K €,-
"May 28, 2019",Aristide Bancé,34,Centre-Forward,Burkina Faso,"
Ouagadougou ", Burkina Faso		,"
Horoya AC ",,200 K €,Free transfer
"May 28, 2019",Tchô,32,Attacking Midfield,Brazil,"
Bangu-RJ ", Brazil		,"
Brasiliense-DF ",,300 K €,?
"May 28, 2019",Michel Schmoller,31,Defensive Midfield,Brazil,"
Metropolitano ", Brazil		,"
Inter de Lages ",,250 K €,?
"May 28, 2019",Danny North,31,Centre-Forward,England,"
Cleethorpes ", England		,"
Lincoln United ",,25 K €,?
"May 28, 2019",Jeison Domínguez,23,Left-Back,Ecuador,"
CD Macará ", LigaPro Serie A ,"
CS Patria ",,150 K €,?
"May 28, 2019",Rafinha,22,Second Striker,Brazil,"
Tombense ", Brazil		,"
Uniclinic-CE ",,50 K €,?
"May 28, 2019",Adam Henley,24,Right-Back,Wales,"
Salt Lake ", MLS ,"
Without Club ",,175 K €,-
"May 28, 2019",Kevin Minda,23,Centre-Forward,Ecuador,"
Without Club ",,"
Club El Globo ",,250 K €,-
"May 28, 2019",Carlos Ayoví,28,Midfielder,Ecuador,"
Without Club ",,"
Pelileo SC ",,100 K €,-
"May 29, 2019",Ardan Aras,35,Left-Back,Indonesia,"
Without Club ",,"
Martapura ",,50 K €,Free transfer
"May 29, 2019",Pablo Armero,32,Left-Back,Colombia,"
Alagoano ", Série A ,"
Guarani ",,750 K €,Free transfer
"May 29, 2019",Camilo,33,Attacking Midfield,Brazil,"
Internacional ", Série A ,"
Chapecoense ",,"1,25 mil. €",Free transfer
"May 29, 2019",Raphi Azizan,23,Right-Back,Malaysia,"
Unknown ",,"
Kuala Lumpur FA ",,25 K €,Free transfer
"May 29, 2019",Ferdiansyah,36,Goalkeeper,Indonesia,"
Sriwijaya FC ", Liga 2 ,"
Persiba ",,50 K €,?
"May 29, 2019",Márcio Rosário,35,Centre-Back,Brazil,"
Metropolitano ", Brazil		,"
Inter de Lages ",,250 K €,?
"May 29, 2019",Esquerdinha,27,Attacking Midfield,Brazil,"
Vitória-PE ", Brazil		,"
Concórdia-SC ",,150 K €,?
"May 29, 2019",Danial Esmaeilifar,26,Right-Back,Iran,"
Tractor ", Persian Gulf Pro League ,"
Zob Ahan ",,700 K €,?
"May 29, 2019",Reza Sharbati,24,Left-Back,Iran,"
Tractor ", Persian Gulf Pro League ,"
Foolad ",,300 K €,?
"May 29, 2019",Wendel Lomar,23,Centre-Back,Brazil,"
Goiânia Esporte Clube (GO) ", Brazil		,"
Inter de Lages ",,100 K €,?
"May 29, 2019",Eduardo,24,Centre-Forward,Brazil,"
Taubaté-SP ", Brazil		,"
Inter de Lages ",,75 K €,?
"May 29, 2019",Sergio,21,Goalkeeper,Brazil,"
Náutico ", Brazil		,"
Retrô FC ",,50 K €,?
"May 29, 2019",Ibson,35,Central Midfield,Brazil,"
Without Club ",,"
Tombense ",,300 K €,-
"May 29, 2019",Ronald Raldes,38,Centre-Back,Bolivia,"
Oriente P. ", Bolivia		,"
Retired ",,700 K €,-
"May 29, 2019",José Villarreal,25,Centre-Forward,United States,"
Without Club ",,"
Las Vegas ",,200 K €,-
"May 29, 2019",Mika Ahonen,26,Centre-Forward,Finland,"
Without Club ",,"
TPV ",,25 K €,-
"May 30, 2019",Fernando Uribe,31,Centre-Forward,Colombia,"
Flamengo ", Série A ,"
Santos FC ",,"3,00 mil. €","1,15 mil. €"
"May 30, 2019",Wallyson,30,Centre-Forward,Brazil,"
CRB ", Série B ,"
ABC FC ",,900 K €,?
"May 30, 2019",Lúcio,29,Goalkeeper,Brazil,"
Frederiquense ", Brazil		,"
GE Juventus-SC ",,50 K €,?
"May 30, 2019",Rodrigo Sabiá,26,Centre-Back,Brazil,"
Capivariano FC ", Brazil		,"
Comercial-SP ",,100 K €,?
"May 30, 2019",Marcelinho,28,Right-Back,Brazil,"
Desp. Brasil ", Brazil		,"
Inter de Lages ",,150 K €,?
"May 30, 2019",Jonathan Bocão,26,Right-Back,Brazil,"
EC Água Santa ", Brazil		,"
ABC FC ",,650 K €,?
"May 30, 2019",Erick,22,Centre-Forward,Brazil,"
Gloria ", Brazil		,"
Hercílio Luz-SC ",,50 K €,?
"May 30, 2019",Marcelo Mattos,35,Defensive Midfield,Brazil,"
Vasco da Gama ", Série A ,"
Santa Cruz ",,250 K €,-
"May 30, 2019",Breno,24,Left-Back,Brazil,"
Figueirense FC ", Série B ,"
Londrina-PR ",,600 K €,-
"May 31, 2019",Antonio Belo,24,Left Winger,Portugal,"
FC Stumbras ", A Lyga ,"
Esp. Lagos ",,75 K €,Free transfer
"May 31, 2019",Jordan Parkes,29,Central Midfield,England,"
Hemel FC ", England		,"
Billericay ",,50 K €,?
"May 31, 2019",Jackson,28,Defensive Midfield,Brazil,"
Ríver-PI ", Brazil		,"
Camboriú-SC ",,75 K €,?
"May 31, 2019",Wendell,26,Goalkeeper,Brazil,"
Barretos-SP ", Brazil		,"
Mirassol-SP ",,200 K €,?
"May 31, 2019",João Denoni,25,Defensive Midfield,Brazil,"
Red Bull ", Brazil		,"
Mirassol-SP ",,100 K €,?
"May 31, 2019",Nikola Tmusic,25,Defender,Montenegro,"
FK Berane ", Druga Liga ,"
Mornar Bar ",,25 K €,?
"May 31, 2019",Diego Corrêa,35,Left-Back,Brazil,"
América-RN ", Brazil		,"
Retired ",,500 K €,-
"May 31, 2019",Russell Penn,33,Central Midfield,England,"
Kidderminster ", England		,"
Retired ",,100 K €,-
"May 31, 2019",Lukasz Wrobel,36,Centre-Back,Poland,"
Bytovia Bytow ", 1 Liga ,"
Retired ",,50 K €,-
"May 31, 2019",Rodrigo Souza,31,Defensive Midfield,Brazil,"
Oeste ", Série B ,"
Boa Esporte ",,600 K €,-
"Jun 1, 2019",Mario Ilich,23,Central Midfield,New Zealand,"
Team Wellington ", New Zealand Premiership ,"
Bentleigh  ",,275 K €,Free transfer
"Jun 1, 2019",Rômulo,25,Left-Back,Brazil,"
EC Pelotas (RS) ", Brazil		,"
Guarani-SC ",,150 K €,Free transfer
"Jun 1, 2019",Nikola Tmusic,25,Defender,Montenegro,"
Mornar Bar ", Telekom 1. CFL ,"
Prespa Birlik ",,25 K €,Free transfer
"Jun 1, 2019",Harminder Singh,31,Right Winger,India,"
Unknown ",,"
Punjab ",,25 K €,Free transfer
"Jun 1, 2019",Manuel Calderón,29,Centre-Back,Peru,"
CD Ugarte ", Peru		,"
CD Garcilaso ",,200 K €,?
"Jun 1, 2019",Milos Kovacevic,28,Left-Back,Serbia,"
Maziya S&RC ", Maldives		,"
United Victory ",,175 K €,?
"Jun 1, 2019",Léo Costa,33,Right Midfield,Brazil,"
EC Pelotas (RS) ", Brazil		,"
Sao Bernardo-SP ",,200 K €,?
"Jun 1, 2019",Renato,27,Centre-Back,Brazil,"
Goianésia (GO) ", Brazil		,"
Iporá EC ",,100 K €,?
"Jun 1, 2019",Berat Grabovci,31,Centre-Forward,Kosovo,"
Ilves-Kissat ", Finland		,"
Sääksjärven ",,25 K €,?
"Jun 1, 2019",Luis Ayala,25,Left-Back,Ecuador,"
Independiente ", LigaPro Serie A ,"
LDU Quito ",,600 K €,?
"Jun 1, 2019",Nanda Lin Kyaw Chit,27,Left Winger,Myanmar,"
Without Club ",,"
Ayeyawady Utd. ",,50 K €,?
"Jun 1, 2019",Win Htay Kyaw,25,Defensive Midfield,Myanmar,"
Ayeyawady Utd. ", National League ,"
Yadanarbon FC ",,25 K €,?
"Jun 1, 2019",Tin Win Aung,27,Central Midfield,Myanmar,"
Shan Utd. ", National League ,"
Ayeyawady Utd. ",,100 K €,?
"Jun 1, 2019",Connor Bell,22,Centre-Forward,England,"
South Shields ", England		,"
Preston Lions FC ",,125 K €,?
"Jun 1, 2019",Kekere Moukailou,27,Centre-Back,Cote d'Ivoire,"
Yangon Utd. ", National League ,"
Ayeyawady Utd. ",,200 K €,?
"Jun 1, 2019",Lwin Myo Aung,37,Left Winger,Myanmar,"
Magwe FC ", National League ,"
Hantharwady U. ",,25 K €,?
"Jun 1, 2019",Kyaw Kyaw Htet,,Midfielder,Myanmar,"
Nay Pyi Taw FC ", Myanmar		,"
FC Dagon ",,25 K €,?
"Jun 1, 2019",Wai Phyo,,Defender,Myanmar,"
Nay Pyi Taw FC ", Myanmar		,"
Magwe FC ",,100 K €,?
"Jun 1, 2019",Stuart Wark,29,Attacking Midfield,Scotland,"
Penang ", Malaysia		,"
Polis DRM FA ",,75 K €,?
"Jun 1, 2019",Luis Simigliani,19,Centre-Forward,Venezuela,"
Deportivo JBL ", Venezuela		,"
Cdad. Vinotinto ",,150 K €,?
"Jun 1, 2019",Daniel Dass,28,Defender,Fiji,"
Dreketi FC ", Fiji		,"
Labasa FC ",,50 K €,?
"Jun 1, 2019",Antonio Marcos,25,Second Striker,Brazil,"
Bento Gonçalves ", Brazil		,"
Brasiliense-DF ",,175 K €,?
"Jun 1, 2019",Tun Lin Aung,,Defender,Myanmar,"
Zwekapin Utd. ", National League ,"
FC Chinland ",,25 K €,?
"Jun 1, 2019",Alpha Barry,25,Forward,Guinea,"
Nara Utd. ", Thailand		,"
Chamchuri Utd. ",,100 K €,?
"Jun 1, 2019",Inia Vetaukula,22,Defender,Fiji,"
Dreketi FC ", Fiji		,"
Labasa FC ",,50 K €,?
"Jun 2, 2019",Rahmat Akbari,18,Left Winger,Afghanistan,"
Melbourne ", A-League ,"
Brisbane Roar ",,150 K €,Free transfer
"Jun 2, 2019",John Fagerström,20,Left Winger,Finland,"
Without Club ",,"
Ekenäs IF ",,50 K €,-
"Jun 3, 2019",Erlis Frashëri,31,Right-Back,Albania,"
KF Teuta ", Kategoria Superiore ,"
SC Gjilani ",,200 K €,Free transfer
"Jun 3, 2019",Antônio Carlos,35,Centre-Back,Brazil,"
Brasiliense-DF ", Brazil		,"
Retired ",,650 K €,?
"Jun 3, 2019",Mario Velarde,28,Left Winger,Peru,"
Sport Huancayo ", Liga 1 Clausura ,"
Unión Comercio ",,350 K €,?
"Jun 3, 2019",Walace,26,Centre-Back,Brazil,"
AD Jequié ", Brazil		,"
Internacional ",,150 K €,?
"Jun 3, 2019",Akor Adams,19,Centre-Forward,Nigeria,"
Unknown ",,"
Sogndal IL ",,50 K €,?
"Jun 3, 2019",Jonathan,28,Attacking Midfield,Brazil,"
Brusque ", Brazil		,"
Olaria AC ",,300 K €,-
"Jun 3, 2019",Yair González,17,Attacking Midfield,Argentina,"
Chacarita II ", Argentina		,"
Chacarita Jrs ",,50 K €,-
"Jun 3, 2019",Nicolás Chávez,17,Left-Back,Argentina,"
Chacarita II ", Argentina		,"
Chacarita Jrs ",,250 K €,-
"Jun 4, 2019",Yong-jun Park,25,Left Winger,"Korea, South","
Cheongju FC "," Korea, South		","
UiTM FC ",,50 K €,Free transfer
"Jun 4, 2019",Hegon,31,Attacking Midfield,Brazil,"
Without Club ",,"
Guarani-SC ",,250 K €,?
"Jun 4, 2019",Wilian Simões,31,Left-Back,Brazil,"
Maringá FC ", Brazil		,"
Náutico ",,175 K €,?
"Jun 4, 2019",Jean Carrillo,25,Right-Back,Ecuador,"
Huaquillas ", Ecuador		,"
Parma FC ",,200 K €,?
"Jun 4, 2019",Ramone Howell,24,Defensive Midfield,Jamaica,"
Nashville SC ", USLC ,"
Phoenix Rising ",,50 K €,?
"Jun 4, 2019",Sebastián Galán,35,Left-Back,Uruguay,"
Without Club ",,"
Central ",,125 K €,-
"Jun 4, 2019",Narciso Mina,36,Centre-Forward,Ecuador,"
Without Club ",,"
CD Everest ",,250 K €,-
"Jun 4, 2019",Jonathan Farías,21,Attacking Midfield,Argentina,"
Aldosivi II ", Argentina		,"
Aldosivi ",,100 K €,-
"Jun 4, 2019",Luis Ingolotti,19,Goalkeeper,Argentina,"
Aldosivi II ", Argentina		,"
Aldosivi ",,150 K €,-
"Jun 4, 2019",Eder Moscoso,32,Right-Back,Ecuador,"
Without Club ",,"
América SC ",,450 K €,-
"Jun 5, 2019",Braulio Leal,37,Defensive Midfield,Chile,"
CD Iquique ", Primera División ,"
Magallanes CF ",,100 K €,Free transfer
"Jun 5, 2019",Neuton,29,Centre-Back,Brazil,"
Londrina-PR ", Série B ,"
Botafogo ",,300 K €,?
"Jun 5, 2019",Serginho,31,Defensive Midfield,Brazil,"
EC Água Santa ", Brazil		,"
Botafogo ",,450 K €,?
"Jun 5, 2019",Marco Ruffini,32,Centre-Back,Italy,"
Rezzato ", Serie D - B ,"
Franciacorta ",,100 K €,?
"Jun 5, 2019",Leilson,26,Second Striker,Brazil,"
São Luiz-RS ", Brazil		,"
Brusque ",,75 K €,?
"Jun 6, 2019",Georgi Andonov,35,Centre-Forward,Bulgaria,"
FC Tsarsko Selo ", Vtora Liga ,"
Hebar P. ",,100 K €,Free transfer
"Jun 6, 2019",Aldo Leao Ramírez,38,Central Midfield,Colombia,"
Atl. Nacional ", Liga DIMAYOR II ,"
Rionegro Águila ",,200 K €,Free transfer
"Jun 6, 2019",Daniel Leck,20,Right Winger,Australia,"
Brisbane Roar ", A-League ,"
Pascoe Vale SC ",,50 K €,Free transfer
"Jun 6, 2019",Jonathan Brown,29,Left Winger,Wales,"
Hartford ", USLC ,"
Oklahoma City  ",,150 K €,?
"Jun 6, 2019",Noah Chivuta,35,Central Midfield,Zambia,"
Ayutthaya FC ", Thailand		,"
Lamphun Warrior ",,100 K €,?
"Jun 6, 2019",Diego Torres,33,Attacking Midfield,Brazil,"
Bento Gonçalves ", Brazil		,"
Serra Macaense ",,100 K €,?
"Jun 6, 2019",Andreas Nordvik,32,Centre-Back,Norway,"
Without Club ",,"
Byasen ",,100 K €,-
"Jun 7, 2019",Zaurbek Kaloev,21,Defensive Midfield,Russia,"
Without Club ",,"
Olimp 2 ",,50 K €,Free transfer
"Jun 7, 2019",Anselmo,38,Centre-Forward,Brazil,"
Santo André ", Brazil		,"
EC Água Santa ",,200 K €,?
"Jun 7, 2019",Fabrício Rodrigues,31,Attacking Midfield,Brazil,"
Santo André ", Brazil		,"
EC Água Santa ",,150 K €,?
"Jun 7, 2019",Ernani,34,Left-Back,Brazil,"
Santo André ", Brazil		,"
EC Água Santa ",,75 K €,?
"Jun 7, 2019",Bruno Veiga,29,Centre-Forward,Brazil,"
Villa Nova AC ", Brazil		,"
Duque de Caxias ",,150 K €,?
"Jun 7, 2019",Thomazella,28,Goalkeeper,Brazil,"
Santo André ", Brazil		,"
EC Água Santa ",,200 K €,?
"Jun 7, 2019",Nilson Júnior,27,Centre-Back,Brazil,"
Futebol Clube Cascavel (PR) ", Brazil		,"
Jacuipense-BA ",,200 K €,?
"Jun 7, 2019",Kaio Oliveira,31,Centre-Back,Brazil,"
Araxá ", Brazil		,"
Blumenau-SC ",,50 K €,?
"Jun 7, 2019",Jhulliam,31,Centre-Forward,Brazil,"
Uberlândia EC ", Brazil		,"
Jacuipense-BA ",,300 K €,?
"Jun 7, 2019",Romarinho,29,Left Winger,Brazil,"
CA Juventus ", Brazil		,"
EC Água Santa ",,350 K €,?
"Jun 7, 2019",Victor Rangel,28,Centre-Forward,Brazil,"
CRB ", Série B ,"
Botafogo ",,400 K €,?
"Jun 7, 2019",Lucas Urias,21,Right-Back,Brazil,"
RB Brasil U20 ", Brazil		,"
Osasco-SP ",,100 K €,?
"Jun 7, 2019",Christer Johansen,20,Right-Back,Norway,"
Byasen ", PostNord-ligaen Avd. 1 ,"
Strindheim IL ",,25 K €,?
"Jun 8, 2019",Carlos Alberto,31,Attacking Midfield,Brazil,"
Santo André ", Brazil		,"
EC Água Santa ",,175 K €,?
"Jun 9, 2019",Michael Soosairaj,24,Left Winger,India,"
Jamshedpur FC ", Indian Super League ,"
ATK ",,225 K €,116 K €
"Jun 9, 2019",Bartholomew Ogbeche,34,Centre-Forward,Nigeria,"
NorthEast Utd. ", Indian Super League ,"
Kerala Blasters ",,600 K €,Free transfer
"Jun 9, 2019",Piti,38,Attacking Midfield,Spain,"
PAS Lamia ", Super League 1 ,"
Jamshedpur FC ",,150 K €,Free transfer
"Jun 9, 2019",Aser Pierrick Dipanda,30,Centre-Forward,Cameroon,"
Mohun Bagan ", I-League ,"
Southern Samity ",,225 K €,Free transfer
"Jun 9, 2019",Dmitri Khlebosolov,28,Centre-Forward,Belarus,"
FK Baranovichi ", Pershaja Liga ,"
United Victory ",,100 K €,Free transfer
"Jun 9, 2019",Katsumi Yusa,30,Defensive Midfield,Japan,"
NEROCA FC ", I-League ,"
Chennai City ",,500 K €,Free transfer
"Jun 9, 2019",Carl McHugh,26,Defensive Midfield,Ireland,"
Motherwell FC ", Scottish Premiership Abstiegsrunde ,"
ATK ",,400 K €,Free transfer
"Jun 9, 2019",Noé Acosta,35,Central Midfield,Spain,"
AE Larisa ", Super League 1 ,"
Jamshedpur FC ",,150 K €,Free transfer
"Jun 9, 2019",Kingshuk Debnath,34,Right-Back,India,"
East Bengal FC ", I-League ,"
Bhawanipore FC ",,125 K €,Free transfer
"Jun 9, 2019",Fran Morante,26,Centre-Back,Spain,"
Inter de Madrid ", 2ª B - Grupo I ,"
Mohun Bagan ",,200 K €,Free transfer
"Jun 9, 2019",Dhanachandra Singh,32,Centre-Back,India,"
Jamshedpur FC ", Indian Super League ,"
Mohun Bagan ",,75 K €,Free transfer
"Jun 9, 2019",Seiminlen Doungel,25,Left Winger,India,"
Kerala Blasters ", Indian Super League ,"
FC Goa ",,150 K €,Free transfer
"Jun 9, 2019",Keegan Pereira,31,Left-Back,India,"
NorthEast Utd. ", Indian Super League ,"
Jamshedpur FC ",,125 K €,Free transfer
"Jun 9, 2019",Rowllin Borges,27,Defensive Midfield,India,"
NorthEast Utd. ", Indian Super League ,"
Mumbai City ",,150 K €,Free transfer
"Jun 9, 2019",Joyner Lourenco,27,Centre-Back,India,"
Mumbai City ", Indian Super League ,"
Jamshedpur FC ",,100 K €,Free transfer
"Jun 9, 2019",Suresh Singh,18,Defensive Midfield,India,"
Indian Arrows ", I-League ,"
Bengaluru FC ",,75 K €,Free transfer
"Jun 9, 2019",Lalengmawia,18,Central Midfield,India,"
Indian Arrows ", I-League ,"
NorthEast Utd. ",,75 K €,Free transfer
"Jun 9, 2019",Prabhsukhan Singh Gill,18,Goalkeeper,India,"
Indian Arrows ", I-League ,"
Bengaluru FC ",,100 K €,Free transfer
"Jun 9, 2019",Sourav Das,22,Central Midfield,India,"
Mohun Bagan ", I-League ,"
Mumbai City ",,50 K €,Free transfer
"Jun 9, 2019",Jobby Justin,25,Centre-Forward,India,"
East Bengal FC ", I-League ,"
ATK ",,125 K €,Free transfer
"Jun 9, 2019",Naorem Tondonba Singh,20,Defensive Midfield,India,"
NEROCA FC ", I-League ,"
East Bengal FC ",,100 K €,Free transfer
"Jun 9, 2019",Lovepreet Singh,20,Goalkeeper,India,"
Indian Arrows ", I-League ,"
Kerala Blasters ",,50 K €,Free transfer
"Jun 9, 2019",Niraj Kumar,16,Goalkeeper,India,"
Ozone FC ", I-League 2nd Division ,"
Jamshedpur FC ",,25 K €,Free transfer
"Jun 9, 2019",Mamuka Kobakhidze,26,Centre-Back,Georgia,"
Torpedo Kutaisi ", Crystalbet Erovnuli Liga ,"
Dinamo Batumi ",,350 K €,?
"Jun 9, 2019",Boithang Haokip,27,Right Midfield,India,"
Bengaluru FC ", Indian Super League ,"
East Bengal FC ",,75 K €,?
"Jun 10, 2019",Lazarus Kaimbi,30,Right Winger,Namibia,"
Kelantan FA ", Malaysia		,"
Pahang FA ",,250 K €,Free transfer
"Jun 10, 2019",Bruno Silva,31,Defensive Midfield,Brazil,"
Vasco da Gama ", Série A ,"
Guarani ",,500 K €,Free transfer
"Jun 10, 2019",Narin Channarong,20,Right Winger,Thailand,"
Bangkok FC ", Thailand		,"
North Bangkok ",,50 K €,Free transfer
"Jun 10, 2019",Hmingthanmawia,19,Centre-Back,India,"
Aizawl FC ", I-League ,"
Mumbai City ",,100 K €,Free transfer
"Jun 10, 2019",Tun Min Soe,,Midfielder,Myanmar,"
Ayeyawady Utd. ", National League ,"
S. Myanmar FC ",,25 K €,?
"Jun 10, 2019",Shane McFaul,33,Central Midfield,Ireland,"
Without Club ",,"
Sudet ",,25 K €,-
"Jun 10, 2019",Michael Salazar,26,Centre-Forward,Belize,"
RGV FC Toros ", USLC ,"
Houston ",,250 K €,-
"Jun 10, 2019",Juan Bolado,21,Goalkeeper,Argentina,"
Godoy Cruz II ", Argentina		,"
Godoy Cruz ",,50 K €,-
"Jun 10, 2019",Agustín Manzur,18,Central Midfield,Argentina,"
Godoy Cruz II ", Argentina		,"
Godoy Cruz ",,250 K €,-
"Jun 10, 2019",Valentín Burgoa,18,Attacking Midfield,Argentina,"
Godoy Cruz II ", Argentina		,"
Godoy Cruz ",,"1,00 mil. €",-
"Jun 10, 2019",Agustín Aleo,21,Left-Back,Argentina,"
Godoy Cruz II ", Argentina		,"
Godoy Cruz ",,50 K €,-
"Jun 10, 2019",Germán Guiffrey,21,Centre-Back,Argentina,"
Gimnasia II ", Argentina		,"
Gimnasia ",,250 K €,-
"Jun 10, 2019",Santiago Briñone,22,Attacking Midfield,Argentina,"
Patronato U20 ", Argentina		,"
CA Patronato ",,150 K €,-
"Jun 10, 2019",Ezequiel Bullaude,18,Right Winger,Argentina,"
Godoy Cruz II ", Argentina		,"
Godoy Cruz ",,75 K €,-
"Jun 10, 2019",Martín Aruga,20,Left-Back,Argentina,"
Patronato U20 ", Argentina		,"
CA Patronato ",,25 K €,-
"Jun 11, 2019",Flávio Boaventura,31,Centre-Back,Brazil,"
Novorizontino ", Brazil		,"
Army Utd. ",,600 K €,Free transfer
"Jun 11, 2019",Tyrell Belford,25,Goalkeeper,England,"
Romulus ", England		,"
Hinckley ",,75 K €,Free transfer
"Jun 11, 2019",Ali Hajizadeh,27,Defensive Midfield,Finland,"
AC Kajaani ", Ykkönen ,"
Kajaanin Haka ",,25 K €,Free transfer
"Jun 11, 2019",Diawandou Diagne,24,Defensive Midfield,Senegal,"
KAS Eupen ", Jupiler Pro League ,"
Odisha ",,300 K €,Free transfer
"Jun 11, 2019",Alyson,22,Goalkeeper,Brazil,"
RB Bragantino ", Série B ,"
Osasco-SP ",,50 K €,Free transfer
