Date,Name,Age,Position,Nationality,Club Left,League Left,Club Joined,League Joined,Market Valuation,Transfer
"Jan 10, 2012",Mehmet Yoldas,22,Centre-Back,Turkey,"
Carsambaspor ", Turkey		,"
Menemen Spor ",,50 K €,?
"Jan 11, 2012",Marlos,23,Right Winger,Ukraine,"
Rentistas ", Primera División ,"
Metalist ",,"3,00 mil. €","4,00 mil. €"
"Jan 11, 2012",Nicolás López,18,Right Winger,Uruguay,"
Nacional ", Primera División ,"
AS Roma ",,500 K €,790 K €
"Jan 11, 2012",Nicolás Trecco,23,Centre-Forward,Argentina,"
San Felipe ", Primera División ,"
CDUC ",,600 K €,590 K €
"Jan 11, 2012",Davide Biondini,28,Central Midfield,Italy,"
Cagliari Calcio ", Serie A ,"
Genoa ",,"4,60 mil. €",500 K €
"Jan 11, 2012",Patrik Mraz,24,Left-Back,Slovakia,"
MSK Zilina ", Fortuna Liga ,"
Slask Wroclaw ",,275 K €,150 K €
"Jan 11, 2012",Hüseyin Düz,23,Left Winger,Turkey,"
Adiyamanspor ", 2.Lig Kirmizi ,"
Balikesirspor ",,50 K €,75 K €
"Jan 11, 2012",Ugur Boral,29,Left Midfield,Turkey,"
Fenerbahce ", Süper Lig ,"
Samsunspor ",,"1,20 mil. €",Free transfer
"Jan 11, 2012",Dean Shiels,26,Central Midfield,Northern Ireland,"
Doncaster ", Championship ,"
Kilmarnock FC ",,600 K €,Free transfer
"Jan 11, 2012",Dean McDonald,25,Right Winger,England,"
Carshalton Ath. ", England		,"
Billericay ",,100 K €,Free transfer
"Jan 11, 2012",Emirhan Özdemir,29,Forward,Turkey,"
1461 Trabzon ", 2.Lig Kirmizi ,"
Turgutluspor  ",,100 K €,Free transfer
"Jan 11, 2012",Theo Weeks,21,Attacking Midfield,Liberia,"
Ankaragücü ", Süper Lig ,"
Göztepe ",,750 K €,Free transfer
"Jan 11, 2012",Dmitri Shchegrikovich,28,Central Midfield,Belarus,"
FK Minsk ", Vysheyshaya Liga ,"
Torpedo Zhodino ",,300 K €,Free transfer
"Jan 11, 2012",Paolo Farinola,27,Centre-Forward,Greece,"
Veria NPS ", Football League ,"
GS Kallithea ",,300 K €,Free transfer
"Jan 11, 2012",Aleksandr Yatskevich,27,Centre-Forward,Belarus,"
Naftan ", Vysheyshaya Liga ,"
Torpedo Zhodino ",,150 K €,Free transfer
"Jan 11, 2012",Simon Ogar,24,Defensive Midfield,Nigeria,"
Torpedo Zhodino ", Vysheyshaya Liga ,"
Dynamo Brest ",,200 K €,Free transfer
"Jan 11, 2012",Óscar Arce,21,Left-Back,Colombia,"
CD La Equidad ", Liga DIMAYOR II ,"
Uniautónoma ",,250 K €,Free transfer
"Jan 11, 2012",Simone Ceccarelli,17,Left Midfield,Italy,"
Roma U19 ", Primavera C ,"
Verona U19 ",,50 K €,Free transfer
"Jan 11, 2012",Erkan Öztürk,28,Defensive Midfield,Turkey,"
Bozüyükspor  ", 2.Lig Beyaz ,"
Gölcükspor ",,50 K €,?
"Jan 11, 2012",Erhan Namli,37,Attacking Midfield,Turkey,"
Turgutluspor  ", 2.Lig Beyaz ,"
Pendikspor  ",,50 K €,?
"Jan 11, 2012",Tayfun Seven,31,Central Midfield,Turkey,"
Adana Demirspor ", 2.Lig Kirmizi ,"
Turgutluspor  ",,250 K €,?
"Jan 11, 2012",Bilal Türkgüler,28,Central Midfield,Turkey,"
Adana Demirspor ", 2.Lig Kirmizi ,"
Turgutluspor  ",,200 K €,?
"Jan 11, 2012",Mehmet Ayaz,30,Right Winger,Turkey,"
Kartalspor ", 1.Lig ,"
K. Erciyesspor ",,450 K €,?
"Jan 11, 2012",Federico Puppo,25,Second Striker,Uruguay,"
Danubio FC ", Primera División ,"
Chicago Fire ",,600 K €,?
"Jan 11, 2012",Rodrigo Muñoz,29,Goalkeeper,Uruguay,"
Nacional ", Primera División ,"
Libertad ",,525 K €,?
"Jan 11, 2012",Markus Posch,23,Goalkeeper,Austria,"
St. Pölten Jun. ", LL Niederösterreich ,"
Rohrendorf ",,25 K €,?
"Jan 12, 2012",Maxwell,30,Left-Back,Brazil,"
FC Barcelona ", LaLiga ,"
Paris SG ",,"7,00 mil. €","3,50 mil. €"
"Jan 12, 2012",Yigit Gökoglan,22,Right Winger,Turkey,"
Manisaspor ", Süper Lig ,"
Galatasaray ",,"2,75 mil. €","2,50 mil. €"
"Jan 12, 2012",Ludovic Obraniak,27,Attacking Midfield,Poland,"
LOSC Lille ", Ligue 1 ,"
G. Bordeaux ",,"3,75 mil. €","1,00 mil. €"
"Jan 12, 2012",Zié Diabaté,22,Left-Back,Cote d'Ivoire,"
Dinamo Bukarest ", Liga 1 ,"
Dijon ",,900 K €,500 K €
"Jan 12, 2012",Pape Camara,20,Defensive Midfield,Senegal,"
Standard Liège ", Jupiler Pro League ,"
Valenciennes FC ",,"1,00 mil. €",500 K €
"Jan 12, 2012",Iheb Msakni,24,Attacking Midfield,Tunisia,"
Stade Tunisien ", Ligue I Pro ,"
Esperance ",,850 K €,150 K €
"Jan 12, 2012",Heiko Butscher,31,Centre-Back,Germany,"
SC Freiburg ", Bundesliga ,"
E. Frankfurt ",,"2,00 mil. €",Free transfer
"Jan 12, 2012",Feridun Sungur,28,Right-Back,Turkey,"
Lefke TSK ", Cyprus		,"
Magusa TGSK ",,150 K €,Free transfer
"Jan 12, 2012",István Ferenczi,34,Centre-Forward,Hungary,"
Pápai PFC ", NB I. ,"
Gyirmót FC ",,200 K €,Free transfer
"Jan 12, 2012",Sotiris Tsatsos,33,Attacking Midfield,Greece,"
Ira. Psachnon ", Football League ,"
AO Trikala ",,150 K €,Free transfer
"Jan 12, 2012",Tommy Knarvik,32,Central Midfield,Norway,"
Viking FK ", Eliteserien ,"
Bodø/Glimt ",,300 K €,Free transfer
"Jan 12, 2012",Merter Yüce,26,Defensive Midfield,Turkey,"
Karabükspor ", Süper Lig ,"
Akhisarspor ",,300 K €,Free transfer
"Jan 12, 2012",Jeremy Deichelbohrer,25,Goalkeeper,France,"
SO Romorantin ", France		,"
ASM Belfort ",,50 K €,Free transfer
"Jan 12, 2012",Erol Yükseker,28,Centre-Back,Turkey,"
Sariyer ", 2.Lig Kirmizi ,"
Altay SK ",,100 K €,Free transfer
"Jan 12, 2012",Ali Cevik,28,Centre-Back,Turkey,"
Kilimli Bld ", Turkey		,"
Pazarspor  ",,100 K €,Free transfer
"Jan 12, 2012",Jorge Bava,30,Goalkeeper,Uruguay,"
CA Rosario ", Primera Nacional ,"
Nacional ",,300 K €,Free transfer
"Jan 12, 2012",Matías Quagliotti,26,Centre-Back,Uruguay,"
Wanderers ", Primera División ,"
Racing Club ",,600 K €,Free transfer
"Jan 12, 2012",Roberto Brum,28,Defensive Midfield,Uruguay,"
Olimpo ", Torneo Final ,"
CA Banfield ",,400 K €,Free transfer
"Jan 12, 2012",Vangelis Avramopoulos,20,Right-Back,Greece,"
Agrotikos ", Football League ,"
ASF Alexandrias ",,100 K €,Free transfer
"Jan 12, 2012",Güney Atilgan,24,Left Winger,Turkey,"
Adana Demirspor ", 2.Lig Kirmizi ,"
Adiyamanspor ",,25 K €,Free transfer
"Jan 12, 2012",Celal Aras,24,Centre-Back,Turkey,"
I. Güngörenspor ", 1.Lig ,"
Bandirmaspor ",,75 K €,Free transfer
"Jan 12, 2012",Serge Gosse,22,Centre-Forward,Cote d'Ivoire,"
Lefke TSK ", Cyprus		,"
Missile FC ",,50 K €,Free transfer
"Jan 12, 2012",Jong-hwan Choi,24,Right-Back,"Korea, South","
FC Seoul ", K League 1 ,"
Incheon Utd. ",,50 K €,Free transfer
"Jan 12, 2012",Ozan Öztürk,30,Goalkeeper,Turkey,"
Bozüyükspor  ", 2.Lig Beyaz ,"
Adiyamanspor ",,50 K €,Free transfer
"Jan 12, 2012",Muharrem Uz,31,Central Midfield,Turkey,"
Bozüyükspor  ", 2.Lig Beyaz ,"
Sarayköy 1926 ",,50 K €,?
"Jan 13, 2012",Emiliano Viviano,26,Goalkeeper,Italy,"
Inter ", Serie A ,"
Palermo ",,"10,00 mil. €","8,50 mil. €"
"Jan 13, 2012",Ricardo Rodríguez,19,Left-Back,Switzerland,"
FC Zürich ", Super League ,"
VfL Wolfsburg ",,"7,50 mil. €","8,50 mil. €"
"Jan 13, 2012",Emiliano Alfaro,23,Centre-Forward,Uruguay,"
Liverpool FC ", Primera División ,"
Lazio ",,675 K €,"2,49 mil. €"
"Jan 13, 2012",Santiago Silva,31,Centre-Forward,Uruguay,"
Fiorentina ", Serie A ,"
Boca Juniors ",,"1,50 mil. €","1,40 mil. €"
"Jan 13, 2012",Cesare Bovo,28,Centre-Back,Italy,"
Palermo ", Serie A ,"
Genoa ",,"5,50 mil. €","1,30 mil. €"
"Jan 13, 2012",Marcos Pizzelli,27,Attacking Midfield,Armenia,"
Metallurg D. ", Premier Liga ,"
Kuban Krasnodar ",,"1,00 mil. €","1,00 mil. €"
"Jan 13, 2012",Ibrahima Touré,26,Centre-Forward,Senegal,"
Ajman Club ", United Arab Emirates		,"
Monaco ",,600 K €,"1,00 mil. €"
"Jan 13, 2012",Darron Gibson,24,Central Midfield,Ireland,"
Man Utd ", Premier League ,"
Everton ",,"3,50 mil. €",600 K €
"Jan 13, 2012",Dusan Djuric,27,Central Midfield,Sweden,"
FC Zürich ", Super League ,"
Valenciennes FC ",,"1,90 mil. €",500 K €
"Jan 13, 2012",Yacouba Diarra,23,Centre-Forward,Mali,"
ES Sahel ", Ligue I Pro ,"
Enppi SC ",,600 K €,300 K €
"Jan 13, 2012",Kjetil Waehler,35,Centre-Back,Norway,"
Aalborg BK ", Superligaen ,"
IFK Göteborg ",,500 K €,63 K €
"Jan 13, 2012",Patryk Tuszynski,22,Centre-Forward,Poland,"
MKS Kluczbork ", Poland		,"
Lechia Gdansk ",,100 K €,50 K €
"Jan 13, 2012",Wojciech Reiman,23,Central Midfield,Poland,"
Stal Rzeszow ", Poland		,"
Podbeskidzie ",,50 K €,25 K €
"Jan 13, 2012",Richard Naylor,34,Centre-Back,England,"
Doncaster ", Championship ,"
Rotherham ",,500 K €,Free transfer
"Jan 13, 2012",Dimitrios Geladaris,37,Left-Back,Greece,"
Veria NPS ", Football League ,"
Doxa Dramas ",,50 K €,Free transfer
"Jan 13, 2012",Ugur Ucar,24,Right-Back,Turkey,"
Ankaragücü ", Süper Lig ,"
Karabükspor ",,"1,20 mil. €",Free transfer
"Jan 13, 2012",Leandro Fleitas,28,Centre-Back,Argentina,"
Alianza Lima ", Torneo Descentralizado ,"
Juan Aurich ",,400 K €,Free transfer
"Jan 13, 2012",Birkir Bjarnason,23,Central Midfield,Iceland,"
Viking FK ", Eliteserien ,"
Standard Liège ",,500 K €,Free transfer
"Jan 13, 2012",Cem Demir,26,Centre-Forward,Turkey,"
Turan Spor ", 2.Lig Kirmizi ,"
Tokatspor  ",,50 K €,Free transfer
"Jan 13, 2012",Vicente Sánchez,32,Left Winger,Uruguay,"
América ", Liga MX Clausura ,"
Nacional ",,"1,00 mil. €",Free transfer
"Jan 13, 2012",Kadir Keles,24,Left-Back,Turkey,"
Adana Demirspor ", 2.Lig Kirmizi ,"
1461 Trabzon ",,100 K €,Free transfer
"Jan 13, 2012",Kieran Charnock,27,Centre-Back,England,"
Morecambe FC ", League Two ,"
Fleetwood ",,50 K €,Free transfer
"Jan 13, 2012",Bahadir Sekizkardes,25,Centre-Back,Turkey,"
Altay SK ", 2.Lig Beyaz ,"
Tokatspor  ",,50 K €,Free transfer
"Jan 13, 2012",Andrés Guzmán,23,Centre-Forward,Argentina,"
Atlanta ", Primera Nacional ,"
Brown Adrogue ",,300 K €,Free transfer
"Jan 13, 2012",Gonzalo Salgueiro,25,Goalkeeper,Uruguay,"
Cerrito ", Primera División ,"
Maldonado ",,150 K €,Free transfer
"Jan 14, 2012",Jádson,28,Attacking Midfield,Brazil,"
Shakhtar D. ", Premier Liga ,"
São Paulo ",,"7,50 mil. €","4,00 mil. €"
"Jan 14, 2012",Alexis Mendomo,25,Defensive Midfield,Cameroon,"
Club Africain ", Ligue I Pro ,"
Zamalek ",,800 K €,400 K €
"Jan 14, 2012",Thomas Holm,30,Central Midfield,Norway,"
Molde FK ", Eliteserien ,"
Fredrikstad ",,300 K €,Free transfer
"Jan 14, 2012",Dean Leacock,27,Centre-Back,England,"
Derby ", Championship ,"
Leyton Orient ",,750 K €,Free transfer
"Jan 14, 2012",Craig Rocastle,30,Right Midfield,Grenada,"
Kansas ", MLS ,"
Thrasyvoulos ",,250 K €,Free transfer
"Jan 14, 2012",Samvel Melkonyan,27,Right Winger,Armenia,"
Mes Kerman ", Persian Gulf Pro League ,"
Chern. Burgas ",,400 K €,Free transfer
"Jan 14, 2012",Javier Yacuzzi,32,Left-Back,Argentina,"
Club Tijuana ", Liga MX Clausura ,"
Huracán ",,700 K €,Free transfer
"Jan 14, 2012",Vadym Deonas-Vinokurov,36,Goalkeeper,Ukraine,"
Dynamo Brest ", Vysheyshaya Liga ,"
FK Oleksandriya ",,50 K €,Free transfer
"Jan 14, 2012",Derek Foran,22,Centre-Back,Ireland,"
Sligo Rovers ", Premier League ,"
Dundalk FC ",,50 K €,Free transfer
"Jan 14, 2012",Veselin Marchev,21,Second Striker,Bulgaria,"
Cherno More ", efbet Liga ,"
F. Swinoujscie ",,100 K €,Free transfer
"Jan 14, 2012",Rodrigo Canosa,23,Centre-Back,Uruguay,"
Cerrito ", Primera División ,"
Rampla Jrs ",,250 K €,Free transfer
"Jan 14, 2012",Facundo Pereyra,24,Second Striker,Argentina,"
Audax Italiano ", Primera División ,"
San Luis ",,600 K €,?
"Jan 14, 2012",Daniel Dunst,27,Right-Back,Austria,"
Without Club ",,"
A. Lustenau ",,400 K €,-
"Jan 14, 2012",Febian Brandy,22,Right Winger,St. Kitts &amp; Nevis,"
Without Club ",,"
Panetolikos ",,750 K €,-
"Jan 14, 2012",Syam Ben Youssef,22,Centre-Back,Tunisia,"
Without Club ",,"
Leyton Orient ",,500 K €,-
"Jan 15, 2012",Cristian Ianu,28,Centre-Forward,Romania,"
FC Luzern ", Super League ,"
FC Sion ",,800 K €,50 K €
"Jan 15, 2012",Stéphane Besle,27,Centre-Back,France,"
Xamax ", Super League ,"
FC Metz ",,700 K €,Free transfer
"Jan 15, 2012",Mehmet Boztepe,23,Left Midfield,Germany,"
Eskisehir U21 ", Turkey		,"
FC Emmen ",,200 K €,Free transfer
"Jan 15, 2012",Maik Georgi,23,Right-Back,Germany,"
1.FC Magdeburg ", RL Nord (bis 11/12) ,"
G. Halberstadt ",,100 K €,Free transfer
"Jan 15, 2012",Cristian Constantin,33,Left Midfield,Romania,"
Gloria Bistrita ", Liga II - Seria II ,"
Stefanesti ",,100 K €,Free transfer
"Jan 15, 2012",Felipe Saad,28,Centre-Back,Brazil,"
Thonon Évian ", Ligue 1 ,"
AC Ajaccio ",,500 K €,Free transfer
"Jan 15, 2012",Costin Oghinciuc,23,Goalkeeper,Romania,"
Chindia ", Liga II - Seria II ,"
Gloria Bistrita ",,50 K €,Free transfer
"Jan 15, 2012",Victoras Catarama,23,Right Midfield,Romania,"
Astra Giur. II ", Liga 2 ,"
Stefanesti ",,75 K €,Free transfer
"Jan 15, 2012",Rodion Syamuk,22,Goalkeeper,Ukraine,"
Dynamo Brest ", Vysheyshaya Liga ,"
Slavia ",,50 K €,Free transfer
"Jan 15, 2012",Marcelinho,25,Attacking Midfield,Brazil,"
Araripina Futebol Clube (PE) ", Brazil		,"
Ferroviário-CE ",,100 K €,?
"Jan 15, 2012",Mohammed Salem,26,Centre-Back,Saudi Arabia,"
Ittihad ", Professional League ,"
Al Qadisiyah ",,300 K €,?
"Jan 15, 2012",Nicolas Godemeche,27,Central Midfield,France,"
Without Club ",,"
CFR Cluj ",,900 K €,-
"Jan 15, 2012",Stelios Kitsiou,18,Right-Back,Greece,"
PAOK U19 ", Greece		,"
PAOK Salonika ",,150 K €,-
"Jan 16, 2012",Gary Cahill,26,Centre-Back,England,"
Bolton ", Premier League ,"
Chelsea ",,"13,00 mil. €","8,40 mil. €"
"Jan 16, 2012",Kévin Anin,25,Central Midfield,France,"
FC Sochaux ", Ligue 1 ,"
OGC Nice ",,"3,00 mil. €","2,50 mil. €"
"Jan 16, 2012",Iago Falque,22,Right Winger,Spain,"
Juventus U19 ", Primavera A ,"
Spurs ",,"2,00 mil. €","1,00 mil. €"
"Jan 16, 2012",Leon Benko,28,Centre-Forward,Croatia,"
Slaven Belupo ", 1.HNL ,"
Faisaly ",,850 K €,75 K €
"Jan 16, 2012",Martín Ligüera,31,Attacking Midfield,Uruguay,"
Española ", Primera División ,"
Athletico-PR ",,450 K €,Free transfer
"Jan 16, 2012",Alejandro Lago,32,Centre-Back,Uruguay,"
Rosenborg BK ", Eliteserien ,"
Wanderers ",,300 K €,Free transfer
"Jan 16, 2012",José Mota,32,Centre-Forward,Brazil,"
Molde FK ", Eliteserien ,"
Busan IPark ",,150 K €,Free transfer
"Jan 16, 2012",James Holland,22,Defensive Midfield,Australia,"
AZ Alkmaar ", Eredivisie ,"
Austria Vienna ",,200 K €,Free transfer
"Jan 16, 2012",Evgeni Loshankov,33,Right Midfield,Belarus,"
FK Minsk ", Vysheyshaya Liga ,"
Belshina ",,150 K €,Free transfer
"Jan 16, 2012",Ignacio Ithurralde,28,Centre-Back,Uruguay,"
Audax Italiano ", Primera División ,"
Millonarios ",,300 K €,Free transfer
"Jan 16, 2012",Ramazan Sal,26,Centre-Back,Turkey,"
Bursaspor ", Süper Lig ,"
Sanliurfaspor  ",,250 K €,Free transfer
"Jan 16, 2012",Guido Di Vanni,23,Centre-Forward,Argentina,"
Ferro ", Primera Nacional ,"
Luqueño ",,200 K €,Free transfer
"Jan 16, 2012",Nicolás Schenone,25,Defensive Midfield,Uruguay,"
Cerro Largo ", Primera División ,"
CD América ",,325 K €,Free transfer
"Jan 16, 2012",Jhon Charría,33,Midfielder,Colombia,"
Boyacá Chicó ", Liga DIMAYOR II ,"
A. Bucaramanga ",,350 K €,Free transfer
"Jan 16, 2012",Selim Kaabi,27,Centre-Back,France,"
Etoile FC ", Singapore		,"
SC Toulon ",,100 K €,Free transfer
"Jan 16, 2012",Ali Kandil,29,Left Winger,Turkey,"
Kilimli Bld ", Turkey		,"
Kahramanmaras ",,100 K €,?
"Jan 16, 2012",Bülent Kocabey,27,Attacking Midfield,Turkey,"
Samsunspor ", Süper Lig ,"
Karsiyaka ",,500 K €,?
"Jan 16, 2012",Densill Theobald,29,Central Midfield,Trinidad and Tobago,"
Morv. Cal. Utd ", Trinidad and Tobago		,"
Dempo SC ",,250 K €,?
"Jan 16, 2012",Vedat Askan,27,Central Midfield,Turkey,"
Corumspor ", 2.Lig Beyaz ,"
Adiyamanspor ",,75 K €,?
"Jan 16, 2012",Maksim Grigorjev,21,Right Winger,Russia,"
MITOS ", Russia		,"
Loko Moscow ",,"1,00 mil. €",?
"Jan 16, 2012",Miljan Jablan,26,Centre-Back,Serbia,"
Proleter ", Prva liga Srbije ,"
Neman Grodno ",,125 K €,?
"Jan 16, 2012",Marius Cinikas,25,Right-Back,Lithuania,"
Metalurgs ", Virsliga ,"
FK Minsk ",,225 K €,?
"Jan 16, 2012",Luke Rooney,21,Central Midfield,England,"
Gillingham FC ", League Two ,"
Swindon Town ",,50 K €,?
"Jan 16, 2012",Kosuke Ota,24,Left-Back,Japan,"
Shimizu S-Pulse ", J1 League ,"
FC Tokyo ",,900 K €,?
"Jan 16, 2012",Tufan Deniz Gelen,23,Centre-Forward,Turkey,"
K.Ören Sportif ", 3.Lig Grup 1 ,"
Orhangazi Bld ",,50 K €,?
"Jan 17, 2012",Papiss Demba Cissé,26,Centre-Forward,Senegal,"
SC Freiburg ", Bundesliga ,"
Newcastle ",,"13,50 mil. €","12,00 mil. €"
"Jan 17, 2012",Thiago Neves,26,Attacking Midfield,Brazil,"
Hilal ", Professional League ,"
Fluminense ",,"4,50 mil. €","7,00 mil. €"
"Jan 17, 2012",Baba Diawara,24,Centre-Forward,Senegal,"
Marítimo ", Liga NOS ,"
Sevilla FC ",,"3,00 mil. €","3,00 mil. €"
"Jan 17, 2012",Frederik Sörensen,19,Centre-Back,Denmark,"
Juventus ", Serie A ,"
Bologna ",,"3,00 mil. €","2,50 mil. €"
"Jan 17, 2012",Gary Kagelmacher,23,Centre-Back,Uruguay,"
Beerschot AC ", Jupiler Pro League ,"
Monaco ",,"1,50 mil. €","2,30 mil. €"
"Jan 17, 2012",Fausto Rossi,21,Central Midfield,Italy,"
LR Vicenza ", Serie B ,"
Juventus ",,400 K €,"1,70 mil. €"
"Jan 17, 2012",Vladimer Dvalishvili,25,Centre-Forward,Georgia,"
Maccabi Haifa ", Ligat ha'Al ,"
Pol. Warsaw ",,"1,20 mil. €",250 K €
"Jan 17, 2012",Gogi Pipia,26,Second Striker,Georgia,"
Turan ", Premyer Liqasi ,"
Metalurgi R. ",,75 K €,Free transfer
"Jan 17, 2012",Pelé,33,Centre-Back,Cape Verde,"
Hednesford ", England		,"
Hayes & Yeading ",,700 K €,Free transfer
"Jan 17, 2012",Sebastian Freis,26,Centre-Forward,Germany,"
1. FC Köln ", Bundesliga ,"
SC Freiburg ",,750 K €,Free transfer
"Jan 17, 2012",Fehmi Berk Saritas,27,Defensive Midfield,Turkey,"
Lüleburgazspor ", 3.Lig Grup 1 ,"
Bayrampasa ",,50 K €,Free transfer
"Jan 17, 2012",Joe Bizera,31,Centre-Back,Uruguay,"
Bella Vista ", Primera División ,"
Libertad ",,400 K €,Free transfer
"Jan 17, 2012",Mazuwa Nsumbu,29,Defensive Midfield,DR Congo,"
FC Tornado ", DR Congo		,"
Lapta TBSK ",,250 K €,Free transfer
"Jan 17, 2012",Ugur Yanikdemir,24,Attacking Midfield,Turkey,"
Y. Malatyaspor ", 2.Lig Beyaz ,"
Pazarspor  ",,25 K €,Free transfer
"Jan 17, 2012",Anri Khagush,25,Right-Back,Russia,"
Rubin Kazan ", Russia		,"
Spartak Nalchik ",,"1,20 mil. €",Free transfer
"Jan 17, 2012",Brad Knighton,26,Goalkeeper,United States,"
North Carolina ", NASL ,"
Vancouver ",,50 K €,Free transfer
"Jan 17, 2012",Benjamin Morel,24,Right Winger,France,"
SM Caen ", Ligue 1 ,"
Clermont Foot ",,150 K €,Free transfer
"Jan 17, 2012",Mats Theander,26,Forward,Sweden,"
Falu FK ", Sweden		,"
IFK Berga ",,25 K €,Free transfer
"Jan 17, 2012",Mustafa Öztürk,24,Right Winger,Turkey,"
Amed SK ", 3.Lig Grup 1 ,"
BB Erzurumspor ",,50 K €,Free transfer
"Jan 17, 2012",Nikolay Valev,31,Centre-Forward,Bulgaria,"
Magusa TGSK ", Cyprus		,"
Svetkavitsa ",,50 K €,Free transfer
"Jan 17, 2012",Nikolai Borsukov,29,Centre-Back,Belarus,"
Belshina ", Vysheyshaya Liga ,"
Olimpia Elblag ",,100 K €,Free transfer
"Jan 17, 2012",Taina Adama Soro,30,Defensive Midfield,Cote d'Ivoire,"
FK Minsk ", Vysheyshaya Liga ,"
Shurtan ",,250 K €,?
"Jan 17, 2012",Murat Selvi,29,Left-Back,Turkey,"
Karabükspor ", Süper Lig ,"
Elazigspor  ",,100 K €,?
"Jan 17, 2012",Ahmet Aras,24,Centre-Forward,Turkey,"
Ankara Demir ", Turkey		,"
Inegölspor ",,50 K €,?
"Jan 17, 2012",Gonzalo de Porras,27,Centre-Forward,Argentina,"
Coquimbo Unido ",  Primera B Apertura ,"
Cobresal ",,150 K €,?
"Jan 18, 2012",Jugurtha Hamroun,22,Left Winger,Algeria,"
Chern. Burgas ", efbet Liga ,"
Karabükspor ",,750 K €,600 K €
"Jan 18, 2012",Karim Guédé,27,Centre-Forward,Slovakia,"
Slo. Bratislava ", Fortuna Liga ,"
SC Freiburg ",,600 K €,300 K €
"Jan 18, 2012",Jack Grimmer,17,Right-Back,Scotland,"
Aberdeen FC U20  ", Scotland		,"
Fulham U23 ",,150 K €,250 K €
"Jan 18, 2012",Erdal Kilicaslan,27,Left Winger,Germany,"
Genclerbirligi ", Süper Lig ,"
Mersin IY ",,500 K €,Free transfer
"Jan 18, 2012",Faruk Bayar,30,Left Midfield,Turkey,"
Without Club ",,"
Tavsanli Linyit ",,300 K €,Free transfer
"Jan 18, 2012",Piotr Piechniak,34,Right Midfield,Poland,"
Resovia ", Poland		,"
LZS Turbia ",,150 K €,Free transfer
"Jan 18, 2012",Mikko Innanen,29,Right Winger,Finland,"
MYPA ", Veikkausliiga ,"
JJK Jyväskylä ",,250 K €,Free transfer
"Jan 18, 2012",Petr Janda,25,Central Midfield,Czech Republic,"
Slavia Prague ", Fortuna Liga ,"
Antalyaspor ",,900 K €,Free transfer
"Jan 18, 2012",Marek Igaz,25,Goalkeeper,Slovakia,"
Puchov ", Slovakia		,"
GKS Tychy ",,50 K €,Free transfer
"Jan 18, 2012",Danijel Aleksic,20,Attacking Midfield,Serbia,"
Genoa ", Serie A ,"
Saint-Étienne ",,500 K €,Free transfer
"Jan 18, 2012",Murat Gündogan,27,Central Midfield,Turkey,"
Elazigspor  ", 1.Lig ,"
Elazig Belediye ",,100 K €,Free transfer
"Jan 18, 2012",Héctor Hurtado,36,Midfielder,Colombia,"
César Vallejo ", Torneo Descentralizado ,"
CD América ",,200 K €,Free transfer
"Jan 18, 2012",Sahin Firat,21,Centre-Back,Turkey,"
Kastamonuspor ", 3.Lig Grup 1 ,"
Erganispor ",,50 K €,Free transfer
"Jan 18, 2012",Jonathan Techera,22,Centre-Forward,Uruguay,"
FC Lustenau ", 2. Liga ,"
Sud America ",,150 K €,Free transfer
"Jan 18, 2012",Hernán Castría,22,Right-Back,Argentina,"
Ind. Rivadavia ", Primera Nacional ,"
Talleres Perico ",,25 K €,Free transfer
"Jan 18, 2012",Hüsrev Kop,20,Goalkeeper,Turkey,"
Samsunspor ", Süper Lig ,"
Kastamonuspor ",,25 K €,Free transfer
"Jan 18, 2012",Oleksandr Papush,27,Right-Back,Ukraine,"
Torpedo Zhodino ", Vysheyshaya Liga ,"
Dynamo Brest ",,350 K €,Free transfer
"Jan 18, 2012",Michael Thomas,23,Defensive Midfield,United States,"
Ljungskile ", Superettan ,"
Kansas ",,175 K €,Free transfer
"Jan 18, 2012",Alessio Alletto,21,Centre-Back,Italy,"
Trapani ", Serie C - B ,"
Vibonese ",,50 K €,Free transfer
"Jan 18, 2012",Tolga Altun,27,Centre-Forward,Turkey,"
Gaziosmanpasa ", 2.Lig Beyaz ,"
Batman Petrol ",,75 K €,?
"Jan 18, 2012",Murat Sözgelmez,26,Centre-Back,Turkey,"
Karsiyaka ", 1.Lig ,"
C. Rizespor ",,550 K €,?
"Jan 18, 2012",Yavuz Odabasi,25,Centre-Forward,Turkey,"
Sivas Belediye ", Turkey		,"
Elazig Belediye ",,50 K €,?
"Jan 18, 2012",Eray Acikgöz,27,Right-Back,Turkey,"
Turgutluspor  ", 2.Lig Beyaz ,"
Sarayköy 1926 ",,250 K €,?
"Jan 18, 2012",Gert Schalkwyk,29,Attacking Midfield,South Africa,"
Golden Arrows ", ABSA Premiership ,"
Santos FC ",,150 K €,?
"Jan 18, 2012",Onur Cakir,25,Centre-Back,Turkey,"
Arsuz Karaagac ", Turkey		,"
Kirikhanspor ",,50 K €,?
"Jan 19, 2012",Christian Noboa,26,Central Midfield,Ecuador,"
Rubin Kazan ", Russia		,"
Dinamo Moscow ",,"8,00 mil. €","8,00 mil. €"
"Jan 19, 2012",Yaya Banana,20,Centre-Back,Cameroon,"
Esperance ", Ligue I Pro ,"
FC Sochaux ",,"1,00 mil. €","1,50 mil. €"
"Jan 19, 2012",Jordi Figueras,24,Centre-Back,Spain,"
Rubin Kazan ", Russia		,"
Club Brugge ",,"1,50 mil. €",600 K €
